,Open Time,Open,High,Low,Close,Volume,Close Time,Quote Asset Volume,Number of Trades,Taker buy base asset volume,Taker buy quote asset volume,Ignore,average,normalized_average
0,2024-03-08 02:00:00,3907.36,3916.55,3891.27,3897.27,236.12350000,2024-03-08 02:59:59.999,922361.22900900,3445,140.21950000,547464.66174100,0,3903.1125,1.0
1,2024-03-08 03:00:00,3897.69,3907.89,3891.46,3902.5,182.27190000,2024-03-08 03:59:59.999,711196.78434000,2768,111.04320000,433195.36037600,0,3899.885,0.9991730958305711
2,2024-03-08 04:00:00,3902.5,3910.18,3889.25,3897.04,164.25130000,2024-03-08 04:59:59.999,640971.55962700,2409,83.31380000,324961.50249100,0,3899.7425000000003,0.9991365865062819
3,2024-03-08 05:00:00,3897.11,3904.24,3880.01,3887.99,177.54240000,2024-03-08 05:59:59.999,690670.92797700,2554,116.72960000,453924.51086000,0,3892.3375,0.9972393826721623
4,2024-03-08 06:00:00,3888.0,3906.88,3883.33,3906.88,165.15150000,2024-03-08 06:59:59.999,643084.32929300,2424,106.03510000,412907.88700800,0,3896.2725,0.998247552434115
5,2024-03-08 07:00:00,3907.01,3946.44,3905.41,3931.64,230.05130000,2024-03-08 07:59:59.999,903606.90854600,3330,115.58660000,453497.70271500,0,3922.625,1.0049992153697849
6,2024-03-08 08:00:00,3931.71,3951.88,3911.91,3940.01,187.79400000,2024-03-08 08:59:59.999,737717.75228900,2976,125.63140000,493492.39844600,0,3933.8775,1.0078821709597148
7,2024-03-08 09:00:00,3940.03,3950.68,3930.2,3937.79,182.16760000,2024-03-08 09:59:59.999,717600.60496800,2899,122.99030000,484377.32906200,0,3939.675,1.009367523995273
8,2024-03-08 10:00:00,3937.81,3952.73,3922.58,3947.45,133.73010000,2024-03-08 10:59:59.999,525924.19706000,2443,96.57010000,379749.53197600,0,3940.1425,1.0094873001995202
9,2024-03-08 11:00:00,3947.54,3951.38,3949.0,3950.46,141.17340000,2024-03-08 11:59:59.999,554604.21356000,2440,83.63240000,329698.99500200,0,3949.5950000000003,1.0119090853773751
10,2024-03-08 12:00:00,3950.46,3951.5,3933.67,3945.19,133.05580000,2024-03-08 12:59:59.999,524396.90334800,2431,87.65180000,345401.05355300,0,3945.2050000000004,1.0107843419834812
11,2024-03-08 13:00:00,3946.0,3979.97,3961.46,3976.92,153.16300000,2024-03-08 13:59:59.999,606953.93848400,2878,99.49500000,394206.04479300,0,3966.0875,1.016134559278012
12,2024-03-08 14:00:00,3977.0,4161.59,3958.99,3975.91,200.36430000,2024-03-08 14:59:59.999,795817.72752400,3525,142.26050000,564956.14855300,0,4018.3725,1.0295302787198677
13,2024-03-08 15:00:00,3976.22,3979.99,3909.8,3914.03,151.36800000,2024-03-08 15:59:59.999,598380.93792500,2509,104.65570000,413658.22506000,0,3945.0099999999998,1.0107343818555061
14,2024-03-08 16:00:00,3913.58,3913.59,3827.98,3899.74,153.20350000,2024-03-08 16:59:59.999,594252.70642500,2489,116.02530000,450091.54500600,0,3888.7225,0.9963131987612449
15,2024-03-08 17:00:00,3898.01,3960.06,3894.89,3941.92,178.85030000,2024-03-08 17:59:59.999,701464.02541000,3321,137.27800000,538457.06773400,0,3923.72,1.005279760703797
16,2024-03-08 18:00:00,3943.49,3974.68,3868.72,3923.89,208.48820000,2024-03-08 18:59:59.999,819540.80534900,4970,144.87830000,569330.35229600,0,3927.6949999999997,1.0062981786971295
17,2024-03-08 19:00:00,3923.14,3930.76,3887.59,3910.15,183.17710000,2024-03-08 19:59:59.999,716217.07508700,3065,123.69580000,483384.36862100,0,3912.91,1.0025101761735025
18,2024-03-08 20:00:00,3910.15,3950.24,3909.36,3929.32,196.43520000,2024-03-08 20:59:59.999,773088.96692400,3185,135.42350000,532936.66794000,0,3924.7675,1.0055481362630465
19,2024-03-08 21:00:00,3929.4,3950.79,3892.19,3903.07,120.82910000,2024-03-08 21:59:59.999,475150.26238500,2073,67.04810000,263753.04591300,0,3918.8625,1.0040352411056561
20,2024-03-08 22:00:00,3903.09,3890.12,3877.15,3877.15,176.89950000,2024-03-08 22:59:59.999,690466.08604600,2694,122.60640000,478477.36261400,0,3886.8775,0.9958404990888682
21,2024-03-08 23:00:00,3877.27,3901.0,3874.19,3884.03,185.38660000,2024-03-08 23:59:59.999,720956.03798000,2946,137.72120000,535380.22093700,0,3884.1225000000004,0.995134652152609
22,2024-03-09 00:00:00,3883.5,3892.6,3892.6,3901.7,155.46330000,2024-03-09 00:59:59.999,605095.21587800,2246,98.29410000,382770.45520200,0,3892.6000000000004,0.9973066366905899
23,2024-03-09 01:00:00,3901.8,3903.04,3825.0,3904.28,156.55080000,2024-03-09 01:59:59.999,610626.10152400,2342,92.74330000,361660.10667800,0,3883.53,0.994982850225301
24,2024-03-09 02:00:00,3904.37,3922.38,3897.32,3922.2,139.12880000,2024-03-09 02:59:59.999,543690.33299100,2139,99.48750000,388722.03305700,0,3911.5675,1.00216621990783
25,2024-03-09 03:00:00,3921.63,3928.4,3911.34,3924.75,145.13410000,2024-03-09 03:59:59.999,569226.93696600,2161,85.04200000,333456.64170700,0,3921.53,1.0047186700357726
26,2024-03-09 04:00:00,3924.71,3925.025,3918.29,3925.34,113.59440000,2024-03-09 04:59:59.999,445733.91568800,1657,74.62530000,292789.28301100,0,3923.3412500000004,1.0051827227629233
27,2024-03-09 05:00:00,3925.55,4010.51,3921.7200000000003,3917.89,151.06890000,2024-03-09 05:59:59.999,592202.84318100,4494,86.12860000,337586.92301800,0,3943.9175,1.0104544770359551
28,2024-03-09 06:00:00,3917.88,3981.46,3911.67,3930.14,129.88310000,2024-03-09 06:59:59.999,509700.01382300,8353,86.62640000,339853.88087300,0,3935.2875,1.0082434211158402
29,2024-03-09 07:00:00,3930.2,3942.0,3926.24,3926.24,150.88570000,2024-03-09 07:59:59.999,593777.59236700,8242,79.46170000,312639.14891200,0,3931.1699999999996,1.0071884937982185
30,2024-03-09 08:00:00,3931.21,3973.82,3922.85,3922.86,120.52650000,2024-03-09 08:59:59.999,473889.55074100,7397,70.48100000,277118.48541000,0,3937.6850000000004,1.0088576744841458
31,2024-03-09 09:00:00,3922.85,3930.68,3917.01,3919.13,116.41530000,2024-03-09 09:59:59.999,457027.97284000,6583,67.50400000,264942.98294000,0,3922.4175000000005,1.0049460526695042
32,2024-03-09 10:00:00,3919.57,3926.99,3888.12,3907.86,162.69480000,2024-03-09 10:59:59.999,634964.45176700,3305,111.92580000,436559.61629000,0,3910.635,1.0019273080137967
33,2024-03-09 11:00:00,3907.87,3917.85,3905.26,3911.0,135.45470000,2024-03-09 11:59:59.999,529831.76427700,1919,95.72770000,374431.61287700,0,3910.495,1.0018914392039686
34,2024-03-09 12:00:00,3911.09,3941.43,3901.63,3915.02,120.98090000,2024-03-09 12:59:59.999,472601.43175000,1800,86.08090000,336240.95821900,0,3917.2925000000005,1.003632998024013
35,2024-03-09 13:00:00,3915.08,3925.61,3910.38,3916.73,116.58260000,2024-03-09 13:59:59.999,456700.31109100,1888,68.10490000,266706.96028400,0,3916.95,1.0035452475428264
36,2024-03-09 14:00:00,3916.8,3957.68,3908.28,3909.5,214.83810000,2024-03-09 14:59:59.999,841711.32738600,2714,167.68580000,656871.49934700,0,3923.065,1.005111945914959
37,2024-03-09 15:00:00,3909.55,3912.0150000000003,3869.8,3914.48,146.70350000,2024-03-09 15:59:59.999,574699.80143400,2023,86.84490000,340446.93561400,0,3901.4612500000003,0.9995769401983674
38,2024-03-09 16:00:00,3913.22,3920.16,3876.2,3885.99,165.34290000,2024-03-09 16:59:59.999,644258.41315100,2339,108.70130000,423414.03908800,0,3898.8924999999995,0.9989188115894685
39,2024-03-09 17:00:00,3886.0,3883.31,3875.0,3880.62,161.45910000,2024-03-09 17:59:59.999,627702.94886300,2369,117.94020000,458485.33124900,0,3881.2325,0.9943942174354441
40,2024-03-09 18:00:00,3880.19,3893.39,3876.05,3892.76,159.29440000,2024-03-09 18:59:59.999,619136.47046300,2389,112.00360000,435234.72326800,0,3885.5975000000003,0.995512555684726
41,2024-03-09 19:00:00,3892.42,3893.11,3883.7,3884.83,137.56770000,2024-03-09 19:59:59.999,534830.66414400,1955,83.81850000,325824.61604600,0,3888.515,0.9962600360609641
42,2024-03-09 20:00:00,3884.09,3900.74,3877.27,3900.2,122.32720000,2024-03-09 20:59:59.999,476016.60989500,1710,88.57320000,344607.71251500,0,3890.575,0.9967878199770054
43,2024-03-09 21:00:00,3899.95,3907.29,3892.11,3903.03,157.04710000,2024-03-09 21:59:59.999,612435.26550800,2137,95.62750000,372832.22086000,0,3900.5950000000003,0.9993550019375562
44,2024-03-09 22:00:00,3902.47,3911.92,3900.22,3900.65,81.51540000,2024-03-09 22:59:59.999,318267.76177900,1126,54.46240000,212607.98974700,0,3903.8149999999996,1.0001799845636012
45,2024-03-09 23:00:00,3900.29,3903.14,3896.33,3905.99,130.73040000,2024-03-09 23:59:59.999,510594.79658200,1875,84.61530000,330426.08101700,0,3901.4375,0.9995708553109858
46,2024-03-10 00:00:00,3907.0,3916.75,3899.52,3909.67,154.62510000,2024-03-10 00:59:59.999,604084.06193700,2125,107.04210000,418053.75919300,0,3908.235,1.0013124141310301
47,2024-03-10 01:00:00,3909.17,3936.41,3907.69,3928.18,179.29590000,2024-03-10 01:59:59.999,703502.03983600,2826,130.53140000,512032.99848100,0,3920.3625,1.0044195497823851
48,2024-03-10 02:00:00,3928.01,3938.0,3921.64,3921.64,133.87000000,2024-03-10 02:59:59.999,526123.05774300,1999,76.14690000,299254.83332100,0,3927.3224999999998,1.0062027420424084
49,2024-03-10 03:00:00,3921.21,3928.425,3928.425,3935.64,155.95930000,2024-03-10 03:59:59.999,613254.80970900,2230,99.17270000,390126.12685900,0,3928.425,1.0064852089198044
50,2024-03-10 04:00:00,3935.27,3949.99,3931.9,3942.76,181.36420000,2024-03-10 04:59:59.999,715285.17705500,2490,81.65560000,321842.78883100,0,3939.98,1.0094456667595413
51,2024-03-10 05:00:00,3942.36,3948.36,3934.58,3937.8,147.74930000,2024-03-10 05:59:59.999,582493.13793300,2054,94.29540000,371668.99097600,0,3940.7749999999996,1.0096493503582076
52,2024-03-10 06:00:00,3938.2,3942.82,3929.8,3942.82,85.83350000,2024-03-10 06:59:59.999,337831.05266500,1291,55.50580000,218418.90498200,0,3938.41,1.009043423677898
53,2024-03-10 07:00:00,3942.99,3946.67,3904.98,3941.35,104.86820000,2024-03-10 07:59:59.999,413378.91533300,1418,59.07080000,232825.69508400,0,3933.9975,1.007912915653853
54,2024-03-10 08:00:00,3941.33,3949.45,3940.0,3941.7,108.12260000,2024-03-10 08:59:59.999,426374.04200300,1478,62.70630000,247230.91379900,0,3943.12,1.0102501529228276
